ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hršak, Ivan	M	1957
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Škoberne, Jan	M	1987
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	Levica	Združena levica	Opposition	Trček, Franc	M	1969
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Kovšca, Alojz	M	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP				Bon Klanjšček, Mirjam	F	1954
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Makovec Brenčič, Maja	F	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u29	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u30	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP				Bon Klanjšček, Mirjam	F	1954
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u31	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u32	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SMC	Stranka modernega centra		Tabaković, Saša	M	1981
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u33	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u34	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Lisec, Tomaž	M	1978
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u35	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u36	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Kotnik Poropat, Marjana	F	1944
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u37	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u38	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Veber, Janko	M	1960
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u39	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u40	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	Levica	Združena levica	Opposition	Kordiš, Miha	M	1989
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u41	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u42	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u43	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u44	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Janša, Ivan Janez	M	1958
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u45	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u46	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SMC	Stranka modernega centra		Ferluga, Marko	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u47	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u48	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Štravs Podlogar, Eva	F	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u49	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u50	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SMC	Stranka modernega centra		Ferluga, Marko	M	1967
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u51	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u52	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u53	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u54	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Prikl, Uroš	M	1972
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u55	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u56	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Bačič, Marija	F	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u57	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u58	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	Levica	Združena levica	Opposition	Trček, Franc	M	1969
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u59	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u60	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Tonin, Matej	M	1983
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u61	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u62	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP				Laj, Franc	M	1962
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u63	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u64	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Janša, Ivan Janez	M	1958
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u65	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u66	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Koprivnikar, Boris	M	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u67	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u68	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Stare, Darko	M	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u69	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u70	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Janša, Ivan Janez	M	1958
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u71	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u72	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Stare, Darko	M	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u73	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u74	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SMC	Stranka modernega centra		Koleša, Anita	F	1961
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u75	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u76	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Lep Šimenko, Suzana	F	1979
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u77	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u78	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Dimic, Iva	F	1972
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u79	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u80	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	notMP				Pogačar, Peter	M	-
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u81	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u82	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u83	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u84	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SMC	Stranka modernega centra		Möderndorfer, Jani	M	1965
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u85	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u86	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2017-05-08-SDZ7-Izredna-43.u87	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 43, 8.5.2017	2017-05-08	2017-05-08	Lower house	7		43			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
