ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u166	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Rajić, Branislav	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u167	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u168	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u169	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u170	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Čuš, Andrej	M	1990
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u171	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u172	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Jenko, Jana	F	1964
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u173	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u174	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Bah Žibert, Anja	F	1973
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u175	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u176	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Zorčič, Igor	M	1978
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u177	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u178	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u179	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u180	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Shaker, Kamal Izidor	M	1982
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u181	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u182	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u183	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u184	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Shaker, Kamal Izidor	M	1982
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u185	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u186	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Potočnik, Andreja	F	1982
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u187	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u188	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Kozlovič, Lilijana	F	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u189	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u190	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	ZaAB	Zavezništvo Alenke Bratušek	Opposition	Möderndorfer, Jani	M	1965
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u191	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u192	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Jurša, Franc	M	1953
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u193	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u194	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Breznik, Franc	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u195	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u196	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Breznik, Franc	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u197	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u198	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u199	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u200	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Zorman, Branko	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u201	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u202	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u203	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u204	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u205	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u206	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Matić, Dragan	M	1964
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u207	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u208	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Breznik, Franc	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u209	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u210	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Breznik, Franc	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u211	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u212	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u213	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u214	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u215	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u216	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Božič, Tilen	M	-
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u217	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u218	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	ZaAB	Zavezništvo Alenke Bratušek	Opposition	Möderndorfer, Jani	M	1965
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u219	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u220	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hršak, Ivan	M	1957
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u221	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u222	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Muršič, Bojana	F	1971
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u223	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u224	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Jurša, Franc	M	1953
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u225	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u226	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u227	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u228	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Matić, Dragan	M	1964
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u229	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u230	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Podkrajšek, Bojan	M	1968
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u231	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u232	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Ferluga, Marko	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u233	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u234	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Pojbič, Marijan	M	1961
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u235	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u236	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	ZaAB	Zavezništvo Alenke Bratušek	Opposition	Möderndorfer, Jani	M	1965
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u237	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u238	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Zorman, Branko	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u239	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u240	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Mahnič, Žan	M	1990
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u241	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u242	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Guček Zakošek, Margareta	F	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u243	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u244	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Gantar, Tomaž	M	1960
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u245	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u246	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Prelog, Ivan	M	1946
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u247	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u248	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u249	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u250	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u251	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u252	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u253	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u254	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
